"id","coverage","age","wage","cit","mar","educ","race","esr"
20791,"Coverage",58,3900,"Non-citizen","Divorced","HS Degree","Black","Not in Labor Force"
20792,"Coverage",60,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
20793,"Coverage",36,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20794,"Coverage",45,0,"Non-citizen","Married","HS Degree","Asian","Not in Labor Force"
20795,"Coverage",54,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20796,"Coverage",58,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20797,"Coverage",58,0,"Citizen","Divorced","Undergraduate Degree","White","Employed Civilian"
20798,"Coverage",69,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20799,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20800,"Coverage",37,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20801,"Coverage",60,0,"Citizen","Widowed","HS Degree","White","Employed Civilian"
20802,"Coverage",40,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20803,"Coverage",47,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20804,"Coverage",16,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20805,"Coverage",35,0,"Citizen","Never Married","Undergraduate Degree","Black","Employed Civilian"
20806,"Coverage",62,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
20807,"Coverage",41,0,"Citizen","Married","Graduate Degree","Asian","Employed Civilian"
20808,"Coverage",68,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20809,"Coverage",56,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20810,"Coverage",71,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
20811,"Coverage",76,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20812,"Coverage",32,0,"Citizen","Married","HS Degree","Two or More","Employed Civilian"
20813,"Coverage",36,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
20814,"Coverage",68,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20815,"Coverage",60,0,"Citizen","Divorced","Graduate Degree","White","Not in Labor Force"
20816,"Coverage",60,0,"Citizen","Divorced","Graduate Degree","Black","Not in Labor Force"
20817,"Coverage",68,0,"Citizen","Married","Graduate Degree","Asian","Not in Labor Force"
20818,"Coverage",60,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20819,"Coverage",50,0,"Citizen","Married","HS Degree","Asian","Employed Civilian"
20820,"Coverage",27,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20821,"Coverage",16,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20822,"Coverage",34,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20823,"Coverage",45,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20824,"Coverage",18,0,"Citizen","Never Married","Less than HS","Black","Employed Civilian"
20825,"Coverage",49,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20826,"Coverage",54,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20827,"Coverage",68,0,"Citizen","Married","Less than HS","Black","Not in Labor Force"
20828,"Coverage",38,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20829,"Coverage",49,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20830,"Coverage",28,0,"Citizen","Married","HS Degree","Other","Employed Civilian"
20831,"Coverage",19,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
20832,"Coverage",62,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
20833,"Coverage",56,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20834,"Coverage",51,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20835,"Coverage",80,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20836,"Coverage",46,0,"Citizen","Divorced","Graduate Degree","Two or More","Employed Civilian"
20837,"Coverage",52,0,"Citizen","Married","Undergraduate Degree","Asian","Employed Civilian"
20838,"Coverage",22,0,"Citizen","Never Married","Undergraduate Degree","Black","Employed Civilian"
20839,"Coverage",50,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20840,"Coverage",46,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20841,"Coverage",23,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20842,"Coverage",53,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20843,"Coverage",60,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20844,"Coverage",81,9000,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
20845,"Coverage",60,0,"Citizen","Married","Less than HS","White","Employed Civilian"
20846,"Coverage",84,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20847,"Coverage",40,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
20848,"Coverage",34,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20849,"Coverage",53,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20850,"Coverage",44,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20851,"Coverage",52,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20852,"Coverage",68,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20853,"Coverage",22,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20854,"Coverage",63,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20855,"Coverage",50,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20856,"Coverage",18,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
20857,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20858,"Coverage",42,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20859,"Coverage",69,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20860,"Coverage",50,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20861,"Coverage",49,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20862,"Coverage",48,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20863,"Coverage",33,0,"Citizen","Married","Undergraduate Degree","White","Armed Forced"
20864,"Coverage",56,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20865,"Coverage",37,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20866,"Coverage",33,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20867,"Coverage",62,11700,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20868,"Coverage",47,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20869,"Coverage",77,0,"Citizen","Widowed","HS Degree","White","Employed Civilian"
20870,"Coverage",18,0,"Citizen","Never Married","Less than HS","White","Unemployed"
20871,"Coverage",78,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20872,"Coverage",61,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20873,"Coverage",59,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20874,"Coverage",66,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20875,"Coverage",16,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20876,"Coverage",28,0,"Citizen","Married","HS Degree","Other","Employed Civilian"
20877,"Coverage",81,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
20878,"Coverage",35,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20879,"Coverage",40,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20880,"Coverage",57,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20881,"Coverage",16,0,"Citizen","Never Married","Less than HS","Black","Unemployed"
20882,"Coverage",37,0,"Citizen","Divorced","Undergraduate Degree","Black","Employed Civilian"
20883,"Coverage",79,0,"Citizen","Separated","Less than HS","Black","Not in Labor Force"
20884,"Coverage",16,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20885,"Coverage",42,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20886,"Coverage",66,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20887,"Coverage",68,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20888,"Coverage",83,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
20889,"Coverage",77,0,"Citizen","Married","Less than HS","White","Employed Civilian"
20890,"Coverage",64,0,"Citizen","Divorced","Less than HS","Black","Employed Civilian"
20891,"Coverage",47,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20892,"Coverage",58,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20893,"Coverage",33,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20894,"Coverage",67,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20895,"Coverage",52,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20896,"Coverage",58,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20897,"Coverage",42,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20898,"Coverage",54,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20899,"Coverage",65,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20900,"Coverage",70,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20901,"Coverage",19,0,"Citizen","Never Married","HS Degree","Asian","Employed Civilian"
20902,"Coverage",24,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
20903,"Coverage",25,0,"Citizen","Married","Less than HS","White","Employed Civilian"
20904,"Coverage",31,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20905,"Coverage",55,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20906,"Coverage",24,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
20907,"Coverage",38,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20908,"Coverage",63,0,"Citizen","Never Married","Graduate Degree","Two or More","Employed Civilian"
20909,"Coverage",40,0,"Non-citizen","Married","Graduate Degree","White","Not in Labor Force"
20910,"Coverage",92,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
20911,"Coverage",57,0,"Citizen","Divorced","HS Degree","White","Unemployed"
20912,"Coverage",73,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20913,"Coverage",18,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20914,"Coverage",53,0,"Citizen","Divorced","HS Degree","Black","Unemployed"
20915,"Coverage",82,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
20916,"Coverage",80,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
20917,"Coverage",52,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20918,"Coverage",26,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20919,"Coverage",20,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
20920,"Coverage",44,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20921,"Coverage",63,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20922,"Coverage",18,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
20923,"Coverage",66,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
20924,"Coverage",49,0,"Citizen","Married","Undergraduate Degree","Asian","Employed Civilian"
20925,"Coverage",31,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20926,"Coverage",35,0,"Non-citizen","Married","Graduate Degree","Asian","Employed Civilian"
20927,"Coverage",46,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20928,"Coverage",53,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20929,"Coverage",35,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20930,"Coverage",54,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20931,"Coverage",40,0,"Citizen","Married","Less than HS","Asian","Employed Civilian"
20932,"Coverage",50,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20933,"Coverage",69,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
20934,"Coverage",53,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20935,"Coverage",61,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20936,"Coverage",49,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
20937,"Coverage",40,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20938,"Coverage",65,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
20939,"Coverage",39,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20940,"Coverage",62,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
20941,"Coverage",77,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20942,"Coverage",41,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
20943,"Coverage",56,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20944,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
20945,"Coverage",44,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20946,"Coverage",86,0,"Citizen","Widowed","Less than HS","Black","Not in Labor Force"
20947,"Coverage",30,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20948,"Coverage",70,0,"Citizen","Widowed","Less than HS","Black","Employed Civilian"
20949,"Coverage",48,0,"Citizen","Married","Less than HS","Black","Unemployed"
20950,"Coverage",18,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20951,"Coverage",31,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
20952,"Coverage",47,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
20953,"Coverage",58,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
20954,"Coverage",17,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
20955,"Coverage",48,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
20956,"Coverage",46,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
20957,"Coverage",70,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20958,"Coverage",53,0,"Citizen","Married","Undergraduate Degree","Asian","Employed Civilian"
20959,"Coverage",76,0,"Citizen","Separated","Less than HS","Black","Not in Labor Force"
20960,"Coverage",46,0,"Citizen","Married","HS Degree","White","Employed Civilian"
20961,"Coverage",32,0,"Non-citizen","Married","HS Degree","Black","Employed Civilian"
20962,"Coverage",60,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
20963,"Coverage",27,0,"Non-citizen","Never Married","Undergraduate Degree","Asian","Not in Labor Force"
20964,"Coverage",60,0,"Citizen","Never Married","Graduate Degree","Black","Employed Civilian"
20965,"Coverage",50,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
20966,"Coverage",92,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
20967,"Coverage",22,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
20968,"Coverage",52,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
20969,"Coverage",64,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
20970,"Coverage",53,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
20971,"Coverage",70,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
20972,"Coverage",31,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
